datetime,stock_code,news,aspect,sentiment
2023-01-09,RILYL,"--B. Riley Financial, Inc. has declared cash dividends on its 6.875% Series A Cumulative Perpetual Preferred Stock and its 7.375% Series B Cumulative Perpetual Preferred Stock, each series of which is represented by depositary shares. B. Riley Financial is a diversified financial services platform that delivers tailored solutions to meet the strategic,...",Dividend,0
2023-01-09,RENT,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-09,RAND,"Romania's economy is set to outpace its stagnating neighbours this year, helped by European Union funding, currency stability and foreign investment driven in part by reshoring from Russia and Ukraine.",Macro,1
2023-01-09,RAIN,The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,Stock Commentary,0
2023-01-09,RADI,"The NASDAQ 100 After Hours Indicator is down -5.29 to 11,103.16. The total After hours volume is currently 112,169,172 shares traded.The following are the most active stocks for the after hours session: Radius Global Infrastructure, Inc. (RADI) is unchanged at $11.76, with 5,888",Markets,0
2023-01-09,PROF,Profound Medical (PROF) shares rallied 5.1% in the last trading session to close at $11.62. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 109.9% gain over the past four w,Stock Movement,1
2023-01-09,PNT,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,DCTH,"(RTTNews) - Duck Creek Technologies (DCT) has entered into a definitive agreement to be acquired by Vista Equity Partners for $19.00 per share, in an all-cash deal valued at approximately $2.6 billion. Upon completion, Duck Creek's common stock will no longer be publicly listed,",M&A | Investments,0
2023-01-09,AZZ,"The following companies are expected to report earnings after hours on 01/09/2023. Visit our Earnings Calendar for a full list of expected earnings releases.Jefferies Financial Group Inc. (JEF)is reporting for the quarter ending November 30, 2022. The financial services company'",Earnings,0
2023-01-09,FGBIP,"Founded over 16 years ago in Houston, Texas, Lone Star, like FGB, has become known for its stability and service. FGB is a Louisiana- chartered commercial bank that provides personalized commercial banking services primarily to Louisiana and Texas customers through 36 banking facilities primarily located in Louisiana, Texas, Kentucky and West Virginia.",Company | Product News,0
2023-01-09,FGFPP,"FG Financial Group, Inc., today announced that its merchant banking platform partner FG Merger Corp. has entered into a business combination agreement with iCoreConnect Inc., a market leading, cloud-based software and technology company focused on increasing workflow productivity and customer profitability through its enterprise and healthcare...",M&A | Investments,0
2023-01-09,GRNA,"(RTTNews) - Biotechnology company GreenLight Biosciences Holdings, PBC (GRNA), and EpiVax Therapeutics Inc, announced Monday that they have signed an exclusive collaboration agreement to jointly develop and commercialize personalized mRNA-based vaccine candidates for cancers.",Company | Product News,0
2023-01-09,FORG,"Legendary investor Warren Buffett advises to be fearful when others are greedy, and be greedy when others are fearful. One way we can try to measure the level of fear in a given stock is through a technical analysis indicator called the Relative Strength Index, or RSI, which m",General News | Opinion,0
2023-01-09,HEP,"In recent trading, shares of Holly Energy Partners LP (Symbol: HEP) have crossed above the average analyst 12-month target price of $19.00, changing hands for $19.09/share. When a stock reaches the target an analyst has set, the analyst logically has two ways to react: downgrade",Stock Commentary,1
2023-01-09,PSNYW,"Polestar Automotive Holding UK PLC, the Swedish electric performance car brand delivered approximately 21,000 vehicles in the fourth quarter of 2022, bringing the preliminary estimate for full year global volumes to 51,500 cars, up 80% year-on-year. Polestar expects to post its unaudited preliminary estimates of its financial results for the year ended...",Company | Product News,0
2023-01-10,MPRAU,"Under the terms of the LOI, Mercato Partners and Nuvini would become a combined entity, with Nuvini's existing equity holders rolling over 100% of their equity into the combined public company. Mercato Partners expects to announce additional details regarding the proposed business combination when a definitive agreement is executed, which is expected...",M&A | Investments,0
2023-01-10,ALGS,"Editas Medicine, Inc. EDIT has announced a corporate update, including the reprioritization of its current portfolio of pipeline candidates, and research and development realignment. The company will focus on the development of its pipeline candidates in hemoglobinopathie",Company | Product News,0
2023-01-10,AMAO,"FISHERS, IN/ ACCESSWIRE/ January 10, 2023/ American Acquisition Opportunity Inc.' s merger target company, Royalty Management Corporation, a sustainably driven, cash flow-oriented, royalty investment and development company, announced today that Kirk Taylor, President and Chief Financial Officer of American Acquisition Opportunity will present at the...",M&A | Investments,0
2023-01-10,HSTO,Histogen Inc (HSTO) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). This upgrade is essentially a reflection of an upward trend in earnings estimates -- one of the most powerful forces impacting stock prices.,M&A | Investments,1
2023-01-10,USCTU,"Definitive Business Combination Agreement Expected to Provide up to $100 Million in Capital to Wejo and $11.25 per Share for TKB Shareholders. MANCHESTER, England& EL SEGUNDO, Calif.---- Wejo Group Limited, a global leader in Smart Mobility for Good™ cloud and software analytics for connected, electric and autonomous mobility, today announced that it has entered...",Company | Product News,0
2023-01-10,MDVL,"Teladoc Health, Inc. TDOC updated its fourth quarter and full-year 2022 revenue guidance on Monday, prior to its presentation at the 41st Annual J.P. Morgan Healthcare Conference. Following the announcement, shares of the company climbed 4.1%.",Financials,0
2023-01-10,NMM,"The proven Zacks Rank system focuses on earnings estimates and estimate revisions to find winning stocks. Nevertheless, we know that our readers all have their own perspectives, so we are always looking at the latest trends in value, growth, and momentum to find strong pi",Earnings,0
2023-01-10,OWLT,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-10,NVEC,"The United States wants to disperse U.S. Marine units throughout Japan's Okinawa islands by 2026, arming them with missiles and lighter gear to deter China's military, and will discuss the plan with Tokyo in Washington, D.C., the Yomiuri newspaper said.",General News | Opinion,0
2023-01-10,HOLO,(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 06.45 A.M. ET).,Markets,0
2023-01-10,DMTK,"Health care stocks remain mostly higher late Tuesday afternoon, with the NYSE Health Care Index rising 0.4% and the Health Care Select Sector SPDR Fund (XLV) up 0.7%.",Markets,1
2023-01-10,JAGX,"(RTTNews) - Jaguar Health Inc. (JAGX), Filament Health Corp. and One Small Planet LLC said that they have formed a U.S.-based joint venture named Magdalena Biosciences Inc. to develop novel, natural prescription medicines derived from plants for mental health indications includin",Company | Product News,0
2023-01-10,ACST,Teva Pharmaceutical Industries Limited TEVA announced that a sufficient number of states and local governments have agreed to deal terms of its nationwide settlement agreement to resolve most of its opioid-related litigation.,Company | Product News,0
2023-01-10,SIM,"Grupo SIMEC SAB de CV Unsponsored ADR Class B (SIM) shares closed today 13.4% lower than it did at the end of yesterday. The stock is currently up 1.1% year-to-date, up 36.3% over the past 12 months, and up 241.9% over the pas",Stock Movement,-1
2023-01-10,ASMB,Teva Pharmaceutical Industries Limited TEVA announced that a sufficient number of states and local governments have agreed to deal terms of its nationwide settlement agreement to resolve most of its opioid-related litigation.,Company | Product News,0
